taxonomy,id,name,slug,post_count,parent_id,spacy_entity,wikidata_id,wikidata_label,wikidata_description,proposed_breadcrumb
post_tag,535,Emulateur,emulateur,3,0,MISC,Q202871,emulator,software that enables one computer system (called the host) to behave like another computer system (called the guest),Home > Tags > Emulateur
post_tag,536,Emulator,emulator,1,0,MISC,Q202871,emulator,software that enables one computer system (called the host) to behave like another computer system (called the guest),Home > Tags > Emulator
post_tag,1012,En quête de héros,en-quete-de-heros,1,0,MISC,,,,Home > Tags > En quête de héros
post_tag,1662,encodage,encodage,1,0,,Q184759,character encoding,system using a prescribed set of digital values to represent textual characters,Home > Tags > encodage
post_tag,81,encoder,encoder,2,0,,Q5392830,encoder,"encoder in digital electronics, a one-hot to binary converter",Home > Tags > encoder
post_tag,1567,encoding,encoding,1,0,,Q184759,character encoding,system using a prescribed set of digital values to represent textual characters,Home > Tags > encoding
post_tag,860,energy risks,energy-risks,1,0,MISC,,,,Home > Tags > energy risks
post_tag,2666,English,english,1,0,ORG,Q15924427,English,family name,Home > Tags > English
post_tag,1696,enrichie,enrichie,2,0,,,,,Home > Tags > enrichie
post_tag,3136,Entity Extraction,entity-extraction,1,0,MISC,Q403574,named-entity recognition,extraction of named entity mentions in unstructured text into pre-defined categories,Home > Tags > Entity Extraction
post_tag,3230,Environment,environment,1,0,LOC,Q15761752,Environment,journal,Home > Tags > Environment
post_tag,3275,environmental impact,environmental-impact,1,0,,Q15758388,Environmental Impact Assessment Review,journal,Home > Tags > environmental impact
post_tag,3279,environmental performance metrics,environmental-performance-metrics,1,0,,Q43355830,Environmental performance metrics for daily use in synthetic chemistry,scientific article published in August 2002,Home > Tags > environmental performance metrics
post_tag,2113,environnement,environnement,1,0,,Q2249676,environment,surrounding of an organism or population,Home > Tags > environnement
post_tag,704,épisode,episode,1,0,,Q1983062,episode,part of a work such as a serial television or radio drama,Home > Tags > épisode
post_tag,2782,epoch,epoch,1,0,MISC,Q507810,epoch,reference point from which time is measured,Home > Tags > epoch
post_tag,2474,epub,epub,1,0,,Q475488,EPUB,e-book file format standard by the International Digital Publishing Forum,Home > Tags > epub
post_tag,754,Équateur,equateur,1,0,LOC,Q988104,Équateur,province of the Democratic Republic of the Congo,Home > Tags > Équateur
post_tag,1424,équipe de campagne,equipe-de-campagne,1,0,,Q3590490,Équipe de campagne,,Home > Tags > équipe de campagne
post_tag,1674,Eric Cantona,eric-cantona,1,0,PERSON,Q170328,Eric Cantona,French footballer and actor (born 1966),Home > Tags > Eric Cantona
post_tag,1425,éric schérer,eric-scherer,1,0,PERSON,Q115964532,Éric Scherer,,Home > Tags > éric schérer
post_tag,1073,Erik Kallevig,erik-kallevig,1,0,PERSON,,,,Home > Tags > Erik Kallevig
post_tag,1171,Érythrée,erythree,1,0,LOC,Q986,Eritrea,country in the Horn of Africa,Home > Tags > Érythrée
post_tag,1343,ESoDoc,esodoc,1,0,LOC,,,,Home > Tags > ESoDoc
post_tag,1593,Espagne,espagne,1,0,LOC,Q29,Spain,country in southwestern Europe with territories in Africa,Home > Tags > Espagne
post_tag,916,espagnol,espagnol,1,0,,Q1321,Spanish,Romance language originating in the Iberian Peninsula,Home > Tags > espagnol
post_tag,731,Especiales,especiales,1,0,LOC,Q1418035,The Simpsons’ Treehouse of Horror,series of Halloween specials inspired by the animated series The Simpsons,Home > Tags > Especiales
post_tag,2091,esponsive,esponsive,1,0,PERSON,,,,Home > Tags > esponsive
post_tag,961,etats-unis,etats-unis,1,0,,Q30,United States,country located primarily in North America,Home > Tags > etats-unis
post_tag,425,Ethan Marcotte,ethan-marcotte,1,0,PERSON,Q47503826,Ethan Marcotte,graphic designer and web developer,Home > Tags > Ethan Marcotte
post_tag,1172,Éthiopie,ethiopie,1,0,LOC,Q115,Ethiopia,country in the Horn of Africa,Home > Tags > Éthiopie
post_tag,1475,étude de cas,etude-de-cas,1,0,,Q155207,case study,intensive analysis of an individual unit stressing developmental factors in relation to context,Home > Tags > étude de cas
post_tag,1426,étudiants,etudiants,2,0,,Q13378080,nurse education,training of nurses,Home > Tags > étudiants
post_tag,1244,Europe,europe,2,0,LOC,Q46,Europe,terrestrial continent located in north-western Eurasia,Home > Tags > Europe
post_tag,1577,Eva Dominguez,eva-dominguez,1,0,PERSON,Q92893675,Eva Domínguez,researcher (ORCID 0000-0003-4129-9849),Home > Tags > Eva Dominguez
post_tag,1611,Eva Munyiri,eva-munyiri,1,0,PERSON,,,,Home > Tags > Eva Munyiri
post_tag,3115,Evaluation Strategy,evaluation-strategy,3,0,ORG,Q2881121,evaluation strategy,strategy used by programming languages to determine two things—when to evaluate the arguments of a function call and what kind of value to pass to the function,Home > Tags > Evaluation Strategy
post_tag,450,événement,evenement,27,0,,Q1656682,event,"temporary and scheduled happening, like a conference, festival, competition or similar",Home > Tags > événement
post_tag,990,événementiel,evenementiel,1,0,,Q2040532,event planning,"process of planning a festival, ceremony, competition, party or convention; not for managing or organizing an event",Home > Tags > événementiel
post_tag,389,événements,evenements,1,0,,Q1190554,occurrence,occurrence of a fact or object in space-time; instantiation of a property in an object,Home > Tags > événements
post_tag,390,Event,event,1,0,MISC,Q1190554,occurrence,occurrence of a fact or object in space-time; instantiation of a property in an object,Home > Tags > Event
post_tag,2886,examples,examples,2,0,,Q5419316,examples of feudalism,list of societies based on feudalism in all its variants,Home > Tags > examples
post_tag,2465,exiftool,exiftool,1,0,PERSON,Q5420254,ExifTool,"free and open-source software program for reading, writing, and manipulating image, audio, video, and PDF metadata",Home > Tags > exiftool
post_tag,1697,expérience,experience,5,0,,Q164359,experience,knowledge or mastery of an event or subject gained through involvement in or exposure to it,Home > Tags > expérience
post_tag,584,expérience utilisateur,experience-utilisateur,1,0,,Q1047808,user experience,"discipline focused on improving a person’s interaction and experience with a product, system or service",Home > Tags > expérience utilisateur
post_tag,2266,expériences,experiences,17,0,,Q38344,animal testing,use of animals as models of the human organism,Home > Tags > expériences
post_tag,2779,experimentation,experimentation,9,0,,Q101965,experiment,"scientific procedure carried out to support, refute, or validate a hypothesis",Home > Tags > experimentation
post_tag,3066,Experiments,experiments,2,0,ORG,Q5421186,Experiments in Fluids,journal,Home > Tags > Experiments
post_tag,391,expert,expert,1,0,,Q381160,expert,person with broad and profound competence in a particular field,Home > Tags > expert
post_tag,2853,Exploratory Data Analysis,exploratory-data-analysis,1,0,MISC,Q1322871,exploratory data analysis,approach of analyzing data sets in statistics,Home > Tags > Exploratory Data Analysis
post_tag,309,Export,export,1,0,LOC,Q182722,export,shipping goods and services out of a country,Home > Tags > Export
post_tag,2428,Express,express,1,0,LOC,Q97616392,EXPRESS,Japanese record label,Home > Tags > Express
post_tag,375,extension,extension,2,0,,Q19841649,expansion,act or process of expansion of a structure,Home > Tags > extension
post_tag,2575,extraction,extraction,1,0,,Q844704,extraction,chemical separation of a substance from a matrix,Home > Tags > extraction
post_tag,82,extraire,extraire,1,0,,Q136169202,Extraire une thèse d’un cerveau étudiant sans gâchis: favoriser la rédaction et la persévérance aux cycles supérieurs,book 2025,Home > Tags > extraire
post_tag,353,eZ Publish,ez-publish,1,0,MISC,,,,Home > Tags > eZ Publish
post_tag,786,Ezra Zygmuntowicz,ezra-zygmuntowicz,1,0,PERSON,Q112441832,Ezra Zygmuntowicz,,Home > Tags > Ezra Zygmuntowicz
post_tag,1231,Faber Novel,faber-novel,1,0,PERSON,,,,Home > Tags > Faber Novel
post_tag,1955,Fabien Potencier,fabien-potencier,1,0,PERSON,Q115071150,Fabien Potencier,"CEO at Symfony, CPO at Platform.sh",Home > Tags > Fabien Potencier
post_tag,53,Facebook,facebook,8,0,MISC,Q355,Facebook,American online social media and social networking service,Home > Tags > Facebook
post_tag,2546,facial recognition,facial-recognition,2,0,,Q1192553,facial recognition system,computer application capable of identifying or verifying an individual person from a digital image,Home > Tags > facial recognition
post_tag,2448,Fact checking,fact-checking,1,0,MISC,Q59555084,fact-checking,process of verifying information in non-fictional text in order to determine its veracity and factual correctness,Home > Tags > Fact checking
post_tag,1476,facts on the ground,facts-on-the-ground,1,0,,Q370766,ground truth,information provided by direct observation,Home > Tags > facts on the ground
post_tag,367,faille,faille,1,0,,Q37500104,Faille,family name,Home > Tags > faille
post_tag,2453,Fake,fake,1,0,ORG,Q21145981,Fake,given name,Home > Tags > Fake
post_tag,2644,Fake news,fake-news,1,0,MISC,Q28549308,fake news,false or misleading information presented as news,Home > Tags > Fake news
post_tag,2426,Faker,faker,1,0,PERSON,Q15618298,Faker,South Korean League of Legends player (born 1996),Home > Tags > Faker
post_tag,3085,falcon,falcon,2,0,,Q7884398,Falcon,family name,Home > Tags > falcon
post_tag,1021,Fallback,fallback,1,0,PERSON,Q96584302,alternative,item or means of completing a goal if the primary item or method fails or is not available,Home > Tags > Fallback
post_tag,1173,famille,famille,1,0,,Q8436,family,"group of people affiliated by consanguinity, law, affinity, or co-residence",Home > Tags > famille
post_tag,2006,Fanggle,fanggle,1,0,LOC,,,,Home > Tags > Fanggle
post_tag,413,FAQ,faq,1,0,MISC,Q189293,FAQ,"listed questions and answers, all supposed to be commonly asked in some context, and pertaining to a particular topic",Home > Tags > FAQ
post_tag,2559,faqs,faqs,1,0,,Q189293,FAQ,"listed questions and answers, all supposed to be commonly asked in some context, and pertaining to a particular topic",Home > Tags > faqs
post_tag,3040,FastAPI,fastapi,9,0,MISC,Q49645455,Fast apixaban-related resolution of left ventricular thrombi in a patient with dilated cardiomyopathy,scientific article published in January 2018,Home > Tags > FastAPI
post_tag,1771,FATEA,fatea,1,0,ORG,Q60615811,Fateabad,"human settlement in Barasat I community development block, Barasat Sadar subdivision, North 24 Parganas district, India",Home > Tags > FATEA
post_tag,3128,Feature Engineering,feature-engineering,3,0,PERSON,Q22245680,feature engineering,process that creates features for machine learning by transforming or combining existing features,Home > Tags > Feature Engineering
post_tag,2564,features,features,1,0,,Q572371,Qasida,form of Arabic poetry,Home > Tags > features
post_tag,610,feed,feed,1,0,MISC,Q2095,food,any substance consumed to provide nutritional support for the body; form of energy stored in chemical,Home > Tags > feed
post_tag,442,feed RSS,feed-rss,1,0,MISC,Q842397,web feed,data format used for providing users with frequently updated content,Home > Tags > feed RSS
post_tag,2562,feedback,feedback,1,0,,Q183635,feedback,process in which information about the past or the present influences the same phenomenon in the present or future; it occurs when outputs of a system are routed back as inputs as part of a chain of cause-and-effect that forms a circuit or loop,Home > Tags > feedback
post_tag,1706,Félix Guimard,felix-guimard,1,0,PERSON,,,,Home > Tags > Félix Guimard
post_tag,1344,fémis,femis,1,0,,Q1138556,La Fémis,film school in Paris,Home > Tags > fémis
post_tag,1345,femke wolting,femke-wolting,1,0,PERSON,Q5442907,Femke Wolting,Dutch film producer (born 1970),Home > Tags > femke wolting
post_tag,1772,Femmes,femmes,1,0,LOC,Q467,woman,female adult human,Home > Tags > Femmes
post_tag,451,fermeture,fermeture,1,0,,Q5135520,closure,actions taken when it is no longer necessary or possible for a business or other organization to continue to operate,Home > Tags > fermeture
post_tag,1842,festival,festival,1,0,MISC,Q132241,festival,"organized set of events or activities focused on a theme (cultural, religious or other) that recurs regularly (e.g. once a year) and lasts anywhere from several hours to weeks",Home > Tags > festival
post_tag,83,ffmpeg,ffmpeg,5,0,MISC,Q847465,FFmpeg,multimedia framework,Home > Tags > ffmpeg
post_tag,293,fichiers,fichiers,1,0,,Q82753,computer file,contained block of information on a computer,Home > Tags > fichiers
post_tag,705,fiction,fiction,1,0,,Q8253,fiction,"genre and narrative form, in any medium, consisting of people, events, or places that are imaginary—in other words, not based strictly on history or fact",Home > Tags > fiction
post_tag,1753,Fidel Castro,fidel-castro,1,0,PERSON,Q11256,Fidel Castro,"Cuban politician, author and revolutionary (1926–2016)",Home > Tags > Fidel Castro
post_tag,962,film,film,3,0,,Q11424,film,"sequence of images that give the impression of movement, stored on film stock",Home > Tags > film
post_tag,1101,film interactif,film-interactif,3,0,,Q1635956,interactive film,video game genre,Home > Tags > film interactif
post_tag,113,filtre,filtre,3,0,,Q846780,Kalman filter,algorithm that estimates unknowns from a series of measurements over time,Home > Tags > filtre
post_tag,196,filtres,filtres,1,0,,Q876650,photographic filter,camera accessory consisting of an optical filter,Home > Tags > filtres
post_tag,434,Final Cut,final-cut,1,0,MISC,Q705343,The Final Cut,2004 film by Omar Naim,Home > Tags > Final Cut
post_tag,3283,fine-tuning,fine-tuning,1,0,,Q2828883,fine-tuning,adjustment of parameters to fit data in theoretical physics,Home > Tags > fine-tuning
post_tag,1568,firefox,firefox,4,0,MISC,Q381753,Firefox,novel written by Craig Thomas,Home > Tags > firefox
post_tag,1044,Firefox 4,firefox-4,1,0,MISC,Q1950119,Firefox 4,version 4 of web browser Mozilla Firefox,Home > Tags > Firefox 4
post_tag,1045,Firefox Web Store,firefox-web-store,1,0,MISC,,,,Home > Tags > Firefox Web Store
post_tag,3166,first app,first-app,1,0,MISC,Q8563381,first appearance,first work featuring a fictional character or item,Home > Tags > first app
post_tag,925,Fishwick,fishwick,1,0,PERSON,Q25114401,Fishwick,family name,Home > Tags > Fishwick
post_tag,256,Flash,flash,35,0,MISC,Q165658,Adobe Flash,deprecated multimedia platform used to add animation and interactivity to web pages,Home > Tags > Flash
post_tag,1518,Flash Upian,flash-upian,1,0,MISC,,,,Home > Tags > Flash Upian
post_tag,3043,Flask,flask,1,0,MISC,Q289281,Flask,Python web framework,Home > Tags > Flask
post_tag,2228,Flex,flex,8,0,MISC,Q37564199,Flex,family name,Home > Tags > Flex
post_tag,2383,Flinto,flinto,1,0,PERSON,Q21452342,Flintoff,family name,Home > Tags > Flinto
post_tag,1302,FLN,fln,1,0,ORG,Q204543,National Liberation Front,political party in Algeria,Home > Tags > FLN
post_tag,1562,Florent Bouchardeau,florent-bouchardeau,2,0,PERSON,,,,Home > Tags > Florent Bouchardeau
post_tag,1346,florian thalhofer,florian-thalhofer,1,0,PERSON,Q1429932,Florian Thalhofer,German film director,Home > Tags > florian thalhofer
post_tag,323,Flowplayer,flowplayer,1,0,MISC,Q478693,Flowplayer,,Home > Tags > Flowplayer
post_tag,2312,Flux,flux,1,0,ORG,Q29826132,Flux,family name,Home > Tags > Flux
post_tag,84,flv,flv,9,0,MISC,Q27967488,FLV,file format,Home > Tags > flv
post_tag,403,fonction,fonction,3,0,,Q11348,function,association of a single output to each input,Home > Tags > fonction
post_tag,335,fonctionnalités,fonctionnalites,1,0,,Q2892523,Functional Requirements for Authority Data,conceptual entity-relationship model,Home > Tags > fonctionnalités
post_tag,603,Fonctions,fonctions,1,0,MISC,Q295865,ecosystem service,"benefits created by nature, forests and environmental systems",Home > Tags > Fonctions
post_tag,1034,fondation Abbé Pierre,fondation-abbe-pierre,1,0,PERSON,Q3075354,Fondation pour le Logement des Défavorisés,French foundation,Home > Tags > fondation Abbé Pierre
post_tag,252,Font,font,1,0,ORG,Q37033627,Font,family name,Home > Tags > Font
post_tag,316,Fonts,fonts,1,0,LOC,Q208820,baptismal font,large basins or other vessels set in or on the ground or fixed on a pedestal and intended for use in the baptismal rite,Home > Tags > Fonts
post_tag,1675,football,football,1,0,,Q2736,association football,sport that is practiced between two teams of eleven players,Home > Tags > football
post_tag,2895,Form,form,1,0,MISC,Q279749,form,"one of the secondary taxonomic ranks, below that of variety, in botanical nomenclature",Home > Tags > Form
post_tag,1136,format,format,1,0,,Q21502404,format constraint,type of constraint for Wikidata properties: used to specify that the value for this property has to correspond to a given pattern,Home > Tags > format
post_tag,1223,formation,formation,5,0,,Q11398090,creation,intentional activity during which something comes into being and gains its characteristics,Home > Tags > formation
post_tag,244,Formulaire,formulaire,2,0,MISC,Q1335296,form,genre of document with blank spaces/fields for insertion of required or requested information; device for collecting data,Home > Tags > Formulaire
post_tag,1664,formule,formule,15,0,,Q976981,formula,equation using mathematical or scientific notation,Home > Tags > formule
post_tag,1278,forward,forward,2,0,,Q16870000,Forward,family name,Home > Tags > forward
post_tag,1250,fotoperiodismo,fotoperiodismo,2,0,,Q506858,photojournalism,journalism that uses images to tell a news story,Home > Tags > fotoperiodismo
post_tag,2389,Framer,framer,1,0,PERSON,Q666751,Frameries,"municipality in Wallonia, Belgium",Home > Tags > Framer
post_tag,180,Framewok,framewok,1,0,PERSON,,,,Home > Tags > Framewok
post_tag,2216,Framework,framework,18,0,MISC,Q271680,software framework,software that supports solution development via inversion of control,Home > Tags > Framework
post_tag,1952,Framework Web,framework-web,1,0,MISC,Q1330336,web framework,"software framework that is designed to support the development of websites, web applications, web services and web resources",Home > Tags > Framework Web
post_tag,3127,Framing,framing,3,0,MISC,Q988568,Framingham,"city in Middlesex County, Massachusetts, United States",Home > Tags > Framing
post_tag,2276,France,france,1,0,LOC,Q142,France,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",Home > Tags > France
post_tag,809,France 24,france-24,5,0,LOC,Q166180,France 24,French state-owned international news television network based in Paris,Home > Tags > France 24
post_tag,825,France 5,france-5,2,0,LOC,Q1440772,France 5,"French free-to-air public television station, part of the France Télévisions",Home > Tags > France 5
post_tag,1707,France Culture,france-culture,1,0,LOC,Q19908,France Culture,French public radio channel,Home > Tags > France Culture
post_tag,1519,France Télévision,france-television,1,0,ORG,Q1124861,France Télévisions,French public television group,Home > Tags > France Télévision
post_tag,802,France Télévisions,france-televisions,3,0,ORG,Q1124861,France Télévisions,French public television group,Home > Tags > France Télévisions
post_tag,750,france5,france5,1,0,PERSON,Q1440772,France 5,"French free-to-air public television station, part of the France Télévisions",Home > Tags > france5
post_tag,1563,francetv,francetv,2,0,PERSON,Q1124861,France Télévisions,French public television group,Home > Tags > francetv
post_tag,1427,François Hollande,francois-hollande,1,0,PERSON,Q157,François Hollande,President of France from 2012 to 2017 (born 1954),Home > Tags > François Hollande
post_tag,1612,François Le Gall,francois-le-gall,1,0,PERSON,Q60088568,François Le Gall,(1733-1794),Home > Tags > François Le Gall
post_tag,1029,Frederik Rieckher,frederik-rieckher,2,0,PERSON,Q95829935,Frederik Rieckher,screenwriter,Home > Tags > Frederik Rieckher
post_tag,1157,Free,free,1,0,MISC,Q45650,Free,English rock band,Home > Tags > Free
post_tag,719,freebase,freebase,1,0,,Q1453477,Freebase,online knowledge base (2007–2016),Home > Tags > freebase
post_tag,1734,freyming-merlebach,freyming-merlebach,1,0,ORG,Q22433,Freyming-Merlebach,"commune in Moselle, France",Home > Tags > freyming-merlebach
post_tag,1817,Friedrich Moser,friedrich-moser,1,0,PERSON,Q13039181,Friedrich Moser,Austrian academic,Home > Tags > Friedrich Moser
post_tag,1889,Frirefox,frirefox,1,0,MISC,,,,Home > Tags > Frirefox
post_tag,365,Frog CMS,frog-cms,1,0,MISC,Q4039022,Frog CMS,open source content management system,Home > Tags > Frog CMS
post_tag,1347,from zero,from-zero,1,0,,Q130242707,From Zero,2024 studio album by Linkin Park,Home > Tags > from zero
post_tag,3159,Frontend,frontend,1,0,PERSON,Q70507976,front end,presentation layer of piece of software,Home > Tags > Frontend
post_tag,2007,ftw.gd,ftw-gd,1,0,LOC,,,,Home > Tags > ftw.gd
post_tag,354,fuji,fuji,1,0,,Q328613,Fuji,"city in Shizuoka Prefecture, Japan",Home > Tags > fuji
post_tag,1805,Fukushima,fukushima,1,0,LOC,Q161176,Fukushima,"city in Fukushima prefecture, Japan",Home > Tags > Fukushima
post_tag,1279,full screen,full-screen,2,0,MISC,Q20970432,4:3,"width (4) to height (3) aspect ratio, television and silent movie format",Home > Tags > full screen
post_tag,3175,full stack development,full-stack-development,1,0,MISC,,,,Home > Tags > full stack development
post_tag,1780,Fundraising,fundraising,1,0,MISC,Q1161355,fundraising,process of gathering voluntary contributions of money or other resources,Home > Tags > Fundraising
post_tag,2495,Funretro,funretro,1,0,MISC,,,,Home > Tags > Funretro
post_tag,1428,futur,futur,1,0,,Q501405,future tense,grammatical tense,Home > Tags > futur
post_tag,1204,Gaël Bordier,gael-bordier,2,0,PERSON,,,,Home > Tags > Gaël Bordier
post_tag,397,Gaia Framework,gaia-framework,1,0,MISC,,,,Home > Tags > Gaia Framework
post_tag,1083,Gaité lyrique,gaite-lyrique,4,0,ORG,Q844648,Théâtre de la Gaîté-Lyrique,"cultural space in Paris, France",Home > Tags > Gaité lyrique
post_tag,942,Galata,galata,1,0,LOC,Q37476711,Galata,family name,Home > Tags > Galata
post_tag,615,Galaxy,galaxy,2,0,MISC,Q318,galaxy,large gravitationally bound system of stars and interstellar matter,Home > Tags > Galaxy
post_tag,340,galerie,galerie,1,0,,Q21167233,Commons gallery,gallery page at Wikimedia Commons,Home > Tags > galerie
post_tag,314,Galeries,galeries,1,0,ORG,Q44497,mining,extraction of valuable minerals or other geological materials from the earth,Home > Tags > Galeries
post_tag,1594,Galice,galice,1,0,LOC,Q3908,Galicia,autonomous community of Spain,Home > Tags > Galice
post_tag,1825,Galt MacDermot,galt-macdermot,1,0,PERSON,,,,Home > Tags > Galt MacDermot
post_tag,1174,Gambie,gambie,1,0,LOC,Q1005,The Gambia,sovereign state in West Africa,Home > Tags > Gambie
post_tag,1529,GameDoc,gamedoc,3,0,MISC,Q105857016,Game Doctor SF 7 saved game,file format,Home > Tags > GameDoc
post_tag,1530,GameDocumentaire,gamedocumentaire,3,0,MISC,,,,Home > Tags > GameDocumentaire
post_tag,1531,gamification,gamification,3,0,,Q1067402,gamification,use of game thinking and game mechanics in non-game contexts to engage users in solving problems,Home > Tags > gamification
post_tag,778,Gandour,gandour,1,0,MISC,Q3758080,gandoura,women’s ceremonial costume in the Eastern region of Algeria,Home > Tags > Gandour
post_tag,1714,Gangs,gangs,1,0,ORG,Q753679,gangsta rap,genre of rap music,Home > Tags > Gangs
post_tag,2008,GatorURL,gatorurl,1,0,MISC,,,,Home > Tags > GatorURL
post_tag,691,Gaza,gaza,1,0,LOC,Q47492,Gaza City,ancient Levantine metropolis and modern city in Gaza Strip,Home > Tags > Gaza
post_tag,1348,gaza sderot,gaza-sderot,2,0,PERSON,Q107345957,Gaza Sderot. La vie malgré tout,web documentary,Home > Tags > gaza sderot
post_tag,2421,GDPR,gdpr,2,0,MISC,Q1172506,General Data Protection Regulation,European Union regulation on the processing of personal data,Home > Tags > GDPR
post_tag,2355,geckodriver,geckodriver,2,0,,,,,Home > Tags > geckodriver
post_tag,2476,generate document,generate-document,1,0,MISC,,,,Home > Tags > generate document
post_tag,3212,generative AI control,generative-ai-control,1,0,ORG,,,,Home > Tags > generative AI control
post_tag,2877,Generative Art Collections,generative-art-collections,1,0,,,,,Home > Tags > Generative Art Collections
post_tag,3273,Generative Engine Optimization,generative-engine-optimization,1,0,MISC,Q134083964,generative engine optimization,digital marketing technique to improve visibility in generative AI search engines,Home > Tags > Generative Engine Optimization
post_tag,2408,Generator,generator,4,0,MISC,Q1878349,Generator,album by Bad Religion,Home > Tags > Generator
post_tag,1853,Génie des Carpates,genie-des-carpates,1,0,MISC,,,,Home > Tags > Génie des Carpates
post_tag,2111,Genymotion,genymotion,2,0,PERSON,Q105239167,Genymotion,Android emulation software developed by Genymobile SAS,Home > Tags > Genymotion
post_tag,3274,GEO,geo,2,0,ORG,Q230,Georgia,country in the Caucasus region of Europe and Asia,Home > Tags > GEO
post_tag,720,Géographie,geographie,2,0,MISC,Q1071,geography,"science that studies the terrestrial surface, the societies that inhabit it and the territories, landscapes, places or regions that form it when interacting with each other",Home > Tags > Géographie
post_tag,2173,GeoJSON,geojson,1,0,ORG,,,,Home > Tags > GeoJSON
post_tag,452,géolocalisation,geolocalisation,3,0,,Q638949,geopositioning,determination of the geographic position of an object,Home > Tags > géolocalisation
post_tag,1542,Georges Orwell,georges-orwell,1,0,PERSON,Q137467027,Georges Orwell,private educational institution in Morocco,Home > Tags > Georges Orwell
post_tag,1089,Georgia,georgia,1,0,LOC,Q378694,Georgia,female given name,Home > Tags > Georgia
post_tag,1251,Gerald Holubowicz,gerald-holubowicz,3,0,PERSON,,,,Home > Tags > Gerald Holubowicz
post_tag,356,gestion,gestion,1,0,,Q2920921,management,"administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives",Home > Tags > gestion
post_tag,517,gestion de projet,gestion-de-projet,1,0,,Q179012,project management,"the practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time",Home > Tags > gestion de projet
post_tag,2119,gestion de projets,gestion-de-projets,1,0,,Q179012,project management,"the practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time",Home > Tags > gestion de projets
post_tag,3167,getting started,getting-started,1,0,MISC,Q5554654,Getting Started,1979 film by Richard Condie,Home > Tags > getting started
post_tag,2472,Getty,getty,1,0,PERSON,Q37242598,Getty,family name,Home > Tags > Getty
post_tag,1175,Ghana,ghana,1,0,LOC,Q117,Ghana,country in West Africa,Home > Tags > Ghana
post_tag,2354,Gherkin,gherkin,2,0,LOC,Q23425,Cucumis sativus,species of plant in the Cucurbitaceae gourd family,Home > Tags > Gherkin
post_tag,2660,GIGO,gigo,1,0,ORG,Q334400,Gigondas,"commune in Vaucluse, France",Home > Tags > GIGO
post_tag,1595,Gilles Donada,gilles-donada,1,0,PERSON,Q58178340,Gilles Donada,French politician,Home > Tags > Gilles Donada
post_tag,1676,Gilles Perez,gilles-perez,1,0,PERSON,Q117862404,Gilles Perez,screenwriter,Home > Tags > Gilles Perez
post_tag,1677,Gilles Rof,gilles-rof,1,0,PERSON,Q20875406,Gilles Rof,,Home > Tags > Gilles Rof
post_tag,1946,Git,git,2,0,MISC,Q186055,Git,distributed version control system,Home > Tags > Git
post_tag,787,GitHub,github,8,0,MISC,,,,Home > Tags > GitHub
post_tag,3111,GitHub directory,github-directory,3,0,MISC,,,,Home > Tags > GitHub directory
post_tag,2009,Go.USA.gov,go-usa-gov,1,0,MISC,,,,Home > Tags > Go.USA.gov
post_tag,3120,Gold stages,gold-stages,3,0,MISC,,,,Home > Tags > Gold stages
post_tag,2366,Goldman Sachs,goldman-sachs,1,0,ORG,Q193326,Goldman Sachs,American investment bank,Home > Tags > Goldman Sachs
post_tag,2214,Google,google,41,0,ORG,Q95,Google,"American multinational technology company, a subsidiary of Alphabet Inc.",Home > Tags > Google
post_tag,158,Google AdSense,google-adsense,1,0,MISC,,,,Home > Tags > Google AdSense
post_tag,114,Google Analytics,google-analytics,5,0,ORG,Q220577,Google Analytics,web analytics service offered by Google,Home > Tags > Google Analytics
post_tag,271,Google Apps,google-apps,2,0,MISC,Q509284,Google Workspace,"email, cloud storage, collaboration tools, hardware, administration, social media and other business apps",Home > Tags > Google Apps
post_tag,604,Google Chart Tools,google-chart-tools,1,0,ORG,,,,Home > Tags > Google Chart Tools
post_tag,1893,Google Chrome,google-chrome,3,0,MISC,Q777,Google Chrome,web browser developed by Google,Home > Tags > Google Chrome
post_tag,1046,Google Chrome webstore,google-chrome-webstore,1,0,MISC,,,,Home > Tags > Google Chrome webstore
post_tag,2100,Google Font,google-font,1,0,ORG,Q14799884,Google Fonts,free webfont embedding service,Home > Tags > Google Font
post_tag,453,google fusion tables,google-fusion-tables,1,0,ORG,Q5583840,Google Fusion Tables,data management web service,Home > Tags > google fusion tables
post_tag,329,Google Map,google-map,4,0,MISC,Q12013,Google Maps,Google's web mapping service (launched 2005),Home > Tags > Google Map
post_tag,278,Google Maps,google-maps,2,0,MISC,Q4558504,Google Maps,mobile app by Google,Home > Tags > Google Maps
post_tag,2097,Google News,google-news,1,0,MISC,Q12020,Google News,news aggregator and app developed by Google,Home > Tags > Google News
post_tag,546,Google Play,google-play,1,0,MISC,Q79576,Google Play,digital software distribution platform from Google,Home > Tags > Google Play
post_tag,3305,Google Sheets automation,google-sheets-automation,1,0,MISC,,,,Home > Tags > Google Sheets automation
post_tag,1922,Google Spreadsheets,google-spreadsheets,1,0,ORG,Q46261310,Google Sheets,cloud-based spreadsheet software,Home > Tags > Google Spreadsheets
