taxonomy,id,name,slug,post_count,parent_id,spacy_entity,spacy_normalized,wikidata_id,wikidata_label,wikidata_description
post_tag,448,datajournalism,datajournalism,1,0,MISC,datajournalism,Q5227309,data journalism,specialty reflecting the increased role of numerical data
post_tag,449,datajournalisme,datajournalisme,1,0,,datajournalisme,Q5227309,data journalism,specialty reflecting the increased role of numerical data
post_tag,3032,datascience,datascience,4,0,,datascience,,,
post_tag,3117,Dataset,dataset,3,0,LOC,Dataset,Q1172284,data set,"collection of data, publication type"
post_tag,3104,datavision,datavision,1,0,,datavision,Q67804152,DataVision,Czech company
post_tag,601,datavisualisation,datavisualisation,1,0,,datavisualisation,Q6504956,data visualization,creation and study of the visual representation of data
post_tag,602,Datavisualization,datavisualization,1,0,MISC,Datavisualization,,,
post_tag,2170,Dataviz,dataviz,2,0,MISC,Dataviz,Q6504956,data visualization,creation and study of the visual representation of data
post_tag,1421,davanac,davanac,1,0,LOC,davanac,,,
post_tag,1422,davanac.net,davanac-net,1,0,MISC,davanac net,,,
post_tag,1633,davduf,davduf,1,0,,davduf,Q3017803,David Dufresne,"French journalist, filmmaker and web documentarian"
post_tag,424,Dave Shea,dave-shea,1,0,PERSON,Dave Shea,Q5229816,Dave Shea,web designer
post_tag,834,David Castello Lopes,david-castello-lopes,1,0,PERSON,David Castello Lopes,Q106379578,David Castello-Lopes,French journalist and comedian
post_tag,1338,david dufresne,david-dufresne,4,0,PERSON,david dufresne,Q3017803,David Dufresne,"French journalist, filmmaker and web documentarian"
post_tag,936,David Gormezano,david-gormezano,1,0,PERSON,David Gormezano,,,
post_tag,868,David O. Selznick,david-o-selznick,1,0,PERSON,David O Selznick,,,
post_tag,3324,dbt,dbt,1,0,,dbt,Q17913210,DBT,protein-coding gene in the species Homo sapiens
post_tag,2893,debug,debug,1,0,,debug,Q193231,debugger,computer program used to test and debug other programs
post_tag,2645,Deception detection,deception-detection,1,0,PERSON,Deception detection,Q112936703,"Deception Detection: Where do I look, Upper Face or Lower Face?",2018 master's thesis by Li-Fu Hsiao at University of Otago
post_tag,2176,deck.js,deck-js,1,0,,deck js,,,
post_tag,1905,dédié,dedie,2,0,,dédié,Q50377897,Dedieu,family name
post_tag,2542,Deep Learning,deep-learning,6,0,MISC,Deep Learning,Q197536,deep learning,specialized form of machine learning that uses artificial neural networks to identify patterns in data
post_tag,2446,Deeplinks,deeplinks,2,0,LOC,Deeplinks,,,
post_tag,3282,DeepSeek,deepseek,1,0,MISC,Deep Seek,,,
post_tag,1609,défense d'afficher,defense-dafficher,1,0,,défense d'afficher,Q1270472,Post No Bills,1896 film by Georges Méliès
post_tag,2510,definition,definition,1,0,,definition,Q101072,definition,statement of the meaning of a word or phrase
post_tag,1107,demo,demo,1,0,,demo,Q220935,demo,music recorded for limited circulation or reference use rather than for general public release
post_tag,737,démocratie,democratie,3,0,,démocratie,Q7174,democracy,form of government
post_tag,1815,démocratie interactive,democratie-interactive,1,0,ORG,démocratie interactive,,,
post_tag,2838,Deploy,deploy,2,0,MISC,Deploy,Q1308677,emergency operations,task-oriented activity of task forces
post_tag,3067,Deployment,deployment,7,0,MISC,Deployment,Q1308677,emergency operations,task-oriented activity of task forces
post_tag,515,design,design,4,0,,design,Q82604,design,creation of a plan or convention for the construction of an object or a system; process of creation; act of creativity and innovation
post_tag,1339,design d'interface,design-dinterface,1,0,,design d'interface,Q135707,user interface design,system of design user interface for machines
post_tag,3064,Design Thinking Process,design-thinking-process,7,0,MISC,Design Thinking Process,Q1200670,design thinking,"non-linear, iterative process used to understand users, challenge assumptions, redefine problems, and create innovative solutions"
post_tag,1777,désintermédiation,desintermediation,1,0,,désintermédiation,Q1445414,intermediation,matching of lenders to borrowers by a third party
post_tag,2092,Desktop,desktop,1,0,MISC,Desktop,Q205020,desktop environment,environment with a graphical user interface using the desktop metaphor
post_tag,745,desktop documentaries,desktop-documentaries,1,0,,desktop documentaries,,,
post_tag,1069,Detective Avenue,detective-avenue,1,0,LOC,Detective Avenue,,,
post_tag,2468,detox,detox,1,0,,detox,Q2593997,Detox,album by Dr. Dre
post_tag,2085,dette,dette,2,0,,dette,Q3196867,debt,"deferred payment, or series of payments, that is owed in the future"
post_tag,505,Developer,developer,2,0,MISC,Developer,Q5482740,programmer,person who writes computer software (subclass of software developer)
post_tag,3220,developer-friendly,developer-friendly,1,0,,developer friendly,,,
post_tag,785,Development,development,7,0,ORG,Development,Q3025404,Development,scientific journal
post_tag,138,développement,developpement,19,0,,développement,Q213713,developmental biology,discipline that explores the processes by which individual organisms grow and develop (ontogeny)
post_tag,185,développement web,developpement-web,1,0,,développement web,Q4130556,front-end development,"the practice of converting data to graphical interface for user to view and interact with data through digital interaction using HTML, CSS and JavaScript"
post_tag,487,device,device,1,0,MISC,device,Q1206775,Device,American pop-rock trio
post_tag,534,Devices,devices,1,0,ORG,Devices,Q111992632,Devices and Desires,2005 novel by Tom Holt
post_tag,2515,DevOps,devops,1,0,MISC,Dev Ops,,,
post_tag,3065,DevOps Lifecycle,devops-lifecycle,4,0,MISC,Dev Ops Lifecycle,,,
post_tag,2003,DFT.BA,dft-ba,1,0,,DFT BA,Q137166650,DFT-based Phasor Estimator using a MAF with a Phase-Lead Compensator,
post_tag,516,Diagramming,diagramming,2,0,LOC,Diagramming,Q3307487,diagramming software,software used to produce graphical diagrams
post_tag,1142,diaporama,diaporama,36,0,,diaporama,Q904997,slide show,presentation of a series of still images
post_tag,1909,Dickens,dickens,1,0,PERSON,Dickens,Q16869553,Dickens,family name
post_tag,1203,dictature,dictature,1,0,,dictature,Q317,dictatorship,form of government which is ruled by a sole leader
post_tag,2604,Dictionaries,dictionaries,1,0,MISC,Dictionaries,Q96324355,Dictionaries,US scientific journal
post_tag,2470,Digital Assets Management,digital-assets-management,1,0,ORG,Digital Assets Management,,,
post_tag,3318,digital autonomy,digital-autonomy,1,0,,digital autonomy,,,
post_tag,1575,digital citizenship,digital-citizenship,1,0,,digital citizenship,Q2426831,digital citizen,"person using IT to engage in society, politics, and government"
post_tag,3250,digital philosophy,digital-philosophy,1,0,,digital philosophy,Q5276133,digital philosophy,direction in philosophy and cosmology advocated by certain mathematicians and theoretical physicists
post_tag,3328,digital sovereignty,digital-sovereignty,1,0,,digital sovereignty,Q3492424,digital sovereignty,"effort of a governing entity to keep its independence by managing reliances on digital services, platforms, technologies and data"
post_tag,906,digital storytelling,digital-storytelling,2,0,,digital storytelling,Q846516,digital storytelling,short form of digital media production
post_tag,3155,Digital strategies,digital-strategies,1,0,ORG,Digital strategies,Q130484075,Digital Strategies in Action,
post_tag,3320,digital transformation,digital-transformation,1,0,,digital transformation,Q4252370,digital transformation,adoption of digital technology by a social entity
post_tag,958,dignité,dignite,1,0,,dignité,Q274782,dignity,quality of a being deserving respect
post_tag,1610,Dimitris Petalas,dimitris-petalas,1,0,PERSON,Dimitris Petalas,,,
post_tag,2004,Din.gy,din-gy,1,0,PERSON,Din gy,,,
post_tag,2514,Diogenes,diogenes,1,0,PERSON,Diogenes,Q5279172,Diogenes,genus of crustaceans
post_tag,186,direction de projet,direction-de-projet,1,0,,direction de projet,Q131813599,Direction de Projet Réalisation - D.P.R. Cosea,
post_tag,2005,DirectLink,directlink,1,0,MISC,Direct Link,Q719934,inline linking,use of a linked object on one site by a web page belonging to a second site
post_tag,2590,disorder,disorder,1,0,,disorder,Q3710155,Disorder,UK musical group
post_tag,3170,display data,display-data,1,0,,display data,Q1229213,Display Data Channel,Communication protocols
post_tag,3042,Django,django,1,0,ORG,Django,Q842014,Django,Python web framework
post_tag,1170,Djibouti,djibouti,1,0,LOC,Djibouti,Q977,Djibouti,sovereign state in Africa
post_tag,270,DNS,dns,1,0,MISC,DNS,Q8767,Domain Name Server,system to identify resources on a network
post_tag,1752,Dobrynine,dobrynine,1,0,PERSON,Dobrynine,Q1226607,Dobrynin,family name
post_tag,1473,doc,doc,1,0,ORG,doc,Q17018111,Doc,male given name
post_tag,3037,Doccano,doccano,1,0,PERSON,Doccano,,,
post_tag,1841,docdays Productions,docdays-productions,1,0,ORG,docdays Productions,Q123502005,DOCDAYS Productions GmbH,
post_tag,2434,Docker,docker,12,0,MISC,Docker,Q1537445,stevedore,occupation of loading and unloading ships
post_tag,3069,docker-compose.yaml,docker-compose-yaml,2,0,MISC,docker compose yaml,,,
post_tag,1340,doclab,doclab,1,0,PERSON,doclab,,,
post_tag,710,docu,docu,2,0,,docu,Q93204,documentary film,nonfictional motion picture
post_tag,2577,document,document,1,0,,document,Q49848,document,form for preservation of structured and identified information
post_tag,2654,Document analysis,document-analysis,1,0,MISC,Document analysis,Q30672397,documentary analysis,form of qualitative research
post_tag,2653,Document capture,document-capture,1,0,MISC,Document capture,Q5287634,Document capture software,applications that provide the ability and feature set to automate the process of scanning paper documents
post_tag,2652,Document management and text processing,document-management-and-text-processing,1,0,ORG,Document management and text processing,,,
post_tag,682,documentaire,documentaire,13,0,,documentaire,Q93204,documentary film,nonfictional motion picture
post_tag,1474,documentaire de création,documentaire-de-creation,1,0,,documentaire de création,,,
post_tag,1576,documentaire interactif,documentaire-interactif,1,0,,documentaire interactif,,,
post_tag,2508,documentation,documentation,1,0,,documentation,Q788790,documentation,"any communicable material that is used to describe, explain or instruct regarding some attributes of an object, system or procedure"
post_tag,2479,documents,documents,1,0,,documents,Q49848,document,form for preservation of structured and identified information
post_tag,1341,dok leipzig,dok-leipzig,1,0,MISC,dok leipzig,Q875245,DOK Leipzig - International Leipzig Festival for Documentary and Animated Film,"annual film festival held in Leipzig, Germany"
post_tag,1135,domain,domain,15,0,,domain,Q1047113,field of study,field limited to a specific area of ​​knowledge; specialization in an occupation or branch of learning; a specific use
post_tag,112,domaine,domaine,35,0,,domaine,Q898273,protein domain,conserved part of a protein
post_tag,1517,Dominique de Villepin,dominique-de-villepin,1,0,PERSON,Dominique de Villepin,Q131660,Dominique de Villepin,French politician and diplomat; 95th Prime Minister of France
post_tag,2307,domotique,domotique,1,0,,domotique,Q848436,home automation,building automation for a home
post_tag,1059,donkey kong,donkey-kong,1,0,MISC,donkey kong,Q12389,Donkey Kong,fictional ape from the Donkey Kong series
post_tag,609,Données,donnees,3,0,LOC,Données,Q1172284,data set,"collection of data, publication type"
post_tag,237,DotClear,dotclear,1,0,MISC,Dot Clear,,,
post_tag,3024,dotenv,dotenv,1,0,MISC,dotenv,Q95959435,dotenv,Loads environment variables from .env file
post_tag,488,dotMobi,dotmobi,1,0,MISC,dot Mobi,Q329702,.mobi,generic top-level Internet domain
post_tag,3229,Downsides,downsides,1,0,PERSON,Downsides,Q37663140,Downsides of robot-assisted laparoscopic radical prostatectomy: limitations and complications,scientific article published on 28 December 2009
post_tag,1673,Drogba,drogba,1,0,PERSON,Drogba,Q21029114,Drogba,family name
post_tag,924,drogue,drogue,1,0,,drogue,Q8386,drug,chemical substance having an effect on the body
post_tag,152,droplet,droplet,1,0,,droplet,Q98815202,droplet size,
post_tag,2225,Drupal,drupal,17,0,MISC,Drupal,Q170855,Drupal,free and open-source web content management system
post_tag,280,Drupal 6,drupal-6,2,0,MISC,Drupal 6,,,
post_tag,205,drupal 6.x,drupal-6x,1,0,,drupal 6 x,,,
post_tag,2436,Drupal 7,drupal-7,1,0,MISC,Drupal 7,,,
post_tag,2437,Drupal 8,drupal-8,1,0,MISC,Drupal 8,Q25379212,Drupal 8,
post_tag,2386,DRY,dry,8,0,MISC,DRY,Q1470363,Dry,"commune in Loiret, France"
post_tag,3325,DuckDB,duckdb,2,0,MISC,Duck DB,,,
post_tag,797,Dufresne,dufresne,2,0,LOC,Dufresne,Q21487882,Dufresne,family name
post_tag,2403,Dump,dump,2,0,MISC,Dump,Q152810,landfill,site for the disposal of waste materials by burial
post_tag,1670,duplication,duplication,3,0,,duplication,Q746284,gene duplication,duplication of a gene sequence within a genome
post_tag,1691,durée,duree,2,0,,durée,Q2199864,duration,physical quantity for describing the temporal distance between events
post_tag,2433,Dusk,dusk,1,0,ORG,Dusk,Q30599476,Dusk,2018 video game
post_tag,135,DVD,dvd,2,0,MISC,DVD,Q5294,DVD,optical disc format for the storage and playback of digital video and other digital data
post_tag,5,e-commerce,e-commerce,6,0,,e commerce,Q484847,e-commerce,type of business industry usually conducted over the Internet
post_tag,3009,E2E,e2e,2,0,MISC,E2E,Q18038792,UBE2S,protein-coding gene in the species Homo sapiens
post_tag,2852,easy,easy,3,0,,easy,Q5331090,Easy,album by The Easybeats
post_tag,1342,ecamm,ecamm,1,0,,ecamm,,,
post_tag,350,Ecologie,ecologie,3,0,LOC,Ecologie,Q7150,ecology,scientific study of the relationships between living organisms
post_tag,2268,économie,economie,1,0,,économie,Q159810,economy,"area of the production, distribution and trade, as well as consumption of goods and services by different agents"
post_tag,1778,écosystème,ecosysteme,1,0,,écosystème,Q37813,ecosystem,"community of living organisms together with the nonliving components of their environment, interacting as a system"
post_tag,562,écran,ecran,4,0,,écran,Q165970,touchscreen,input/output device usually layered on the top of an electronic visual display
post_tag,2260,écriture,ecriture,2,0,,écriture,Q8229,Latin script,"writing system used to write most Western, Northern and Central European languages"
post_tag,2851,eda,eda,1,0,,eda,Q12788151,Eda,female given name
post_tag,292,Editer,editer,1,0,MISC,Editer,Q57306698,éditer,conjugation table for French verb
post_tag,433,édition,edition,1,0,,édition,Q3331189,"version, edition or translation","specific version of a work, resulting from its edition, adaptation, or translation; set of substantially similar copies of a work (use with P31 [""instance of""])"
post_tag,2563,editorial,editorial,1,0,,editorial,Q871232,editorial,journalism genre
post_tag,718,Education,education,3,0,ORG,Education,Q8434,education,transmission of knowledge and skills
post_tag,1657,effet d'entrée,effet-dentree,2,0,,effet d'entrée,,,
post_tag,1658,effet de sortie,effet-de-sortie,2,0,,effet de sortie,,,
post_tag,1143,effets,effets,2,0,,effets,Q926230,effect,phenomenon which results from a cause
post_tag,1423,Eghezée,eghezee,1,0,LOC,Eghezée,Q274522,Éghezée,"municipality in Wallonia, Belgium"
post_tag,959,Egypte,egypte,2,0,LOC,Egypte,Q79,Egypt,country in Northeast Africa and Southwest Asia
post_tag,2430,ejs,ejs,1,0,ORG,ejs,Q4530099,Ejsmantaŭski sieĺsaviet,sieĺsaviet of Belarus
post_tag,1824,el Gusto,el-gusto,1,0,ORG,el Gusto,Q3049901,El Gusto,2012 documentary film about Jewish and Muslim Chaabi musicians
post_tag,1836,Ela &amp; Dimitri,ela-dimitri,1,0,ORG,Ela &amp; Dimitri,,,
post_tag,221,Elastic,elastic,1,0,MISC,Elastic,Q22074922,Elastic,"software business, developer of Elasticsearch"
post_tag,2363,elasticsearch,elasticsearch,1,0,PERSON,elasticsearch,Q3050461,Elasticsearch,"distributed, scalable, and highly available real-time search platform with a RESTful API"
post_tag,960,election,election,1,0,,election,Q40231,public election,process by which a population chooses the holder of a public office
post_tag,2171,éléments de langage,elements-de-langage,2,0,,éléments de langage,Q7679860,talking point,pre-established message or formula used in some fields involving communication
post_tag,1816,Eléonore Lamothe,eleonore-lamothe,1,0,PERSON,Eléonore Lamothe,Q111444978,Eléonore Lamothe,performing artist in Canada
post_tag,208,Elgg,elgg,1,0,MISC,Elgg,Q67137,Elgg,municipality in the canton of Zurich in Switzerland
post_tag,2362,ELK,elk,1,0,ORG,ELK,Q61480,Ełk,city and urban gmina of Poland
post_tag,2126,Eloquent,eloquent,1,0,LOC,Eloquent,Q105701644,Eloquent,German rapper
post_tag,1770,ElWatan,elwatan,1,0,ORG,El Watan,Q2529832,El Watan,french-language Algerian newspaper
post_tag,210,email marketing,email-marketing,1,0,,email marketing,Q1155133,email marketing,"the act of sending a commercial message, typically to a group of people, using email"
post_tag,1685,embed,embed,1,0,,embed,Q10272309,embed,HTML element
post_tag,1301,EMI-CFD,emi-cfd,3,0,ORG,EMI CFD,Q125133612,L’École des métiers de l’information,French higher education institution
post_tag,801,émigration,emigration,1,0,,émigration,Q187668,emigration,act of leaving one's country or region with the intent to settle permanently or temporarily in another
post_tag,1694,emploi,emploi,1,0,,emploi,Q656365,employment,gainful occupation
post_tag,1779,empowerment,empowerment,1,0,,empowerment,Q868575,empowerment,providing increased autonomy
post_tag,1561,Empreinte Digitale,empreinte-digitale,1,0,ORG,Empreinte Digitale,Q178022,fingerprint,biometric identifier
post_tag,535,Emulateur,emulateur,3,0,MISC,Emulateur,Q202871,emulator,software that enables one computer system (called the host) to behave like another computer system (called the guest)
post_tag,536,Emulator,emulator,1,0,MISC,Emulator,Q202871,emulator,software that enables one computer system (called the host) to behave like another computer system (called the guest)
post_tag,1012,En quête de héros,en-quete-de-heros,1,0,MISC,En quête de héros,,,
post_tag,1662,encodage,encodage,1,0,,encodage,Q184759,character encoding,system using a prescribed set of digital values to represent textual characters
post_tag,81,encoder,encoder,2,0,,encoder,Q5392830,encoder,"encoder in digital electronics, a one-hot to binary converter"
post_tag,1567,encoding,encoding,1,0,,encoding,Q184759,character encoding,system using a prescribed set of digital values to represent textual characters
post_tag,860,energy risks,energy-risks,1,0,MISC,energy risks,,,
post_tag,2666,English,english,1,0,ORG,English,Q15924427,English,family name
post_tag,1696,enrichie,enrichie,2,0,,enrichie,,,
post_tag,3136,Entity Extraction,entity-extraction,1,0,MISC,Entity Extraction,Q403574,named-entity recognition,extraction of named entity mentions in unstructured text into pre-defined categories
post_tag,3230,Environment,environment,1,0,LOC,Environment,Q15761752,Environment,journal
post_tag,3275,environmental impact,environmental-impact,1,0,,environmental impact,Q15758388,Environmental Impact Assessment Review,journal
post_tag,3279,environmental performance metrics,environmental-performance-metrics,1,0,,environmental performance metrics,Q43355830,Environmental performance metrics for daily use in synthetic chemistry,scientific article published in August 2002
post_tag,2113,environnement,environnement,1,0,,environnement,Q2249676,environment,surrounding of an organism or population
post_tag,704,épisode,episode,1,0,,épisode,Q1983062,episode,part of a work such as a serial television or radio drama
post_tag,2782,epoch,epoch,1,0,MISC,epoch,Q507810,epoch,reference point from which time is measured
post_tag,2474,epub,epub,1,0,,epub,Q475488,EPUB,e-book file format standard by the International Digital Publishing Forum
post_tag,754,Équateur,equateur,1,0,LOC,Équateur,Q988104,Équateur,province of the Democratic Republic of the Congo
post_tag,1424,équipe de campagne,equipe-de-campagne,1,0,,équipe de campagne,Q3590490,Équipe de campagne,
post_tag,1674,Eric Cantona,eric-cantona,1,0,PERSON,Eric Cantona,Q170328,Eric Cantona,French footballer and actor (born 1966)
post_tag,1425,éric schérer,eric-scherer,1,0,PERSON,éric schérer,Q115964532,Éric Scherer,
post_tag,1073,Erik Kallevig,erik-kallevig,1,0,PERSON,Erik Kallevig,,,
post_tag,1171,Érythrée,erythree,1,0,LOC,Érythrée,Q986,Eritrea,country in the Horn of Africa
post_tag,1343,ESoDoc,esodoc,1,0,LOC,E So Doc,,,
post_tag,1593,Espagne,espagne,1,0,LOC,Espagne,Q29,Spain,country in southwestern Europe with territories in Africa
post_tag,916,espagnol,espagnol,1,0,,espagnol,Q1321,Spanish,Romance language originating in the Iberian Peninsula
post_tag,731,Especiales,especiales,1,0,LOC,Especiales,Q1418035,The Simpsons’ Treehouse of Horror,series of Halloween specials inspired by the animated series The Simpsons
post_tag,2091,esponsive,esponsive,1,0,PERSON,esponsive,,,
post_tag,961,etats-unis,etats-unis,1,0,,etats unis,Q30,United States,country located primarily in North America
post_tag,425,Ethan Marcotte,ethan-marcotte,1,0,PERSON,Ethan Marcotte,Q47503826,Ethan Marcotte,graphic designer and web developer
post_tag,1172,Éthiopie,ethiopie,1,0,LOC,Éthiopie,Q115,Ethiopia,country in the Horn of Africa
post_tag,1475,étude de cas,etude-de-cas,1,0,,étude de cas,Q155207,case study,intensive analysis of an individual unit stressing developmental factors in relation to context
post_tag,1426,étudiants,etudiants,2,0,,étudiants,Q13378080,nurse education,training of nurses
post_tag,1244,Europe,europe,2,0,LOC,Europe,Q46,Europe,terrestrial continent located in north-western Eurasia
post_tag,1577,Eva Dominguez,eva-dominguez,1,0,PERSON,Eva Dominguez,Q92893675,Eva Domínguez,researcher (ORCID 0000-0003-4129-9849)
post_tag,1611,Eva Munyiri,eva-munyiri,1,0,PERSON,Eva Munyiri,,,
post_tag,3115,Evaluation Strategy,evaluation-strategy,3,0,ORG,Evaluation Strategy,Q2881121,evaluation strategy,strategy used by programming languages to determine two things—when to evaluate the arguments of a function call and what kind of value to pass to the function
post_tag,450,événement,evenement,27,0,,événement,Q1656682,event,"temporary and scheduled happening, like a conference, festival, competition or similar"
post_tag,990,événementiel,evenementiel,1,0,,événementiel,Q2040532,event planning,"process of planning a festival, ceremony, competition, party or convention; not for managing or organizing an event"
post_tag,389,événements,evenements,1,0,,événements,Q1190554,occurrence,occurrence of a fact or object in space-time; instantiation of a property in an object
post_tag,390,Event,event,1,0,MISC,Event,Q1190554,occurrence,occurrence of a fact or object in space-time; instantiation of a property in an object
post_tag,2886,examples,examples,2,0,,examples,Q5419316,examples of feudalism,list of societies based on feudalism in all its variants
post_tag,2465,exiftool,exiftool,1,0,PERSON,exiftool,Q5420254,ExifTool,"free and open-source software program for reading, writing, and manipulating image, audio, video, and PDF metadata"
post_tag,1697,expérience,experience,5,0,,expérience,Q164359,experience,knowledge or mastery of an event or subject gained through involvement in or exposure to it
post_tag,584,expérience utilisateur,experience-utilisateur,1,0,,expérience utilisateur,Q1047808,user experience,"discipline focused on improving a person’s interaction and experience with a product, system or service"
post_tag,2266,expériences,experiences,17,0,,expériences,Q38344,animal testing,use of animals as models of the human organism
post_tag,2779,experimentation,experimentation,9,0,,experimentation,Q101965,experiment,"scientific procedure carried out to support, refute, or validate a hypothesis"
post_tag,3066,Experiments,experiments,2,0,ORG,Experiments,Q5421186,Experiments in Fluids,journal
post_tag,391,expert,expert,1,0,,expert,Q381160,expert,person with broad and profound competence in a particular field
post_tag,2853,Exploratory Data Analysis,exploratory-data-analysis,1,0,MISC,Exploratory Data Analysis,Q1322871,exploratory data analysis,approach of analyzing data sets in statistics
post_tag,309,Export,export,1,0,LOC,Export,Q182722,export,shipping goods and services out of a country
post_tag,2428,Express,express,1,0,LOC,Express,Q97616392,EXPRESS,Japanese record label
post_tag,375,extension,extension,2,0,,extension,Q19841649,expansion,act or process of expansion of a structure
post_tag,2575,extraction,extraction,1,0,,extraction,Q844704,extraction,chemical separation of a substance from a matrix
post_tag,82,extraire,extraire,1,0,,extraire,Q136169202,Extraire une thèse d’un cerveau étudiant sans gâchis: favoriser la rédaction et la persévérance aux cycles supérieurs,book 2025
post_tag,353,eZ Publish,ez-publish,1,0,MISC,e Z Publish,,,
post_tag,786,Ezra Zygmuntowicz,ezra-zygmuntowicz,1,0,PERSON,Ezra Zygmuntowicz,Q112441832,Ezra Zygmuntowicz,
post_tag,1231,Faber Novel,faber-novel,1,0,PERSON,Faber Novel,,,
post_tag,1955,Fabien Potencier,fabien-potencier,1,0,PERSON,Fabien Potencier,Q115071150,Fabien Potencier,"CEO at Symfony, CPO at Platform.sh"
post_tag,53,Facebook,facebook,8,0,MISC,Facebook,Q355,Facebook,American online social media and social networking service
post_tag,2546,facial recognition,facial-recognition,2,0,,facial recognition,Q1192553,facial recognition system,computer application capable of identifying or verifying an individual person from a digital image
post_tag,2448,Fact checking,fact-checking,1,0,MISC,Fact checking,Q59555084,fact-checking,process of verifying information in non-fictional text in order to determine its veracity and factual correctness
post_tag,1476,facts on the ground,facts-on-the-ground,1,0,,facts on the ground,Q370766,ground truth,information provided by direct observation
post_tag,367,faille,faille,1,0,,faille,Q37500104,Faille,family name
post_tag,2453,Fake,fake,1,0,ORG,Fake,Q21145981,Fake,given name
post_tag,2644,Fake news,fake-news,1,0,MISC,Fake news,Q28549308,fake news,false or misleading information presented as news
post_tag,2426,Faker,faker,1,0,PERSON,Faker,Q15618298,Faker,South Korean League of Legends player (born 1996)
post_tag,3085,falcon,falcon,2,0,,falcon,Q7884398,Falcon,family name
post_tag,1021,Fallback,fallback,1,0,PERSON,Fallback,Q96584302,alternative,item or means of completing a goal if the primary item or method fails or is not available
post_tag,1173,famille,famille,1,0,,famille,Q8436,family,"group of people affiliated by consanguinity, law, affinity, or co-residence"
post_tag,2006,Fanggle,fanggle,1,0,LOC,Fanggle,,,
post_tag,413,FAQ,faq,1,0,MISC,FAQ,Q189293,FAQ,"listed questions and answers, all supposed to be commonly asked in some context, and pertaining to a particular topic"
post_tag,2559,faqs,faqs,1,0,,faqs,Q189293,FAQ,"listed questions and answers, all supposed to be commonly asked in some context, and pertaining to a particular topic"
post_tag,3040,FastAPI,fastapi,9,0,MISC,Fast API,Q49645455,Fast apixaban-related resolution of left ventricular thrombi in a patient with dilated cardiomyopathy,scientific article published in January 2018
post_tag,1771,FATEA,fatea,1,0,ORG,FATEA,Q60615811,Fateabad,"human settlement in Barasat I community development block, Barasat Sadar subdivision, North 24 Parganas district, India"
post_tag,3128,Feature Engineering,feature-engineering,3,0,PERSON,Feature Engineering,Q22245680,feature engineering,process that creates features for machine learning by transforming or combining existing features
post_tag,2564,features,features,1,0,,features,Q572371,Qasida,form of Arabic poetry
post_tag,610,feed,feed,1,0,MISC,feed,Q2095,food,any substance consumed to provide nutritional support for the body; form of energy stored in chemical
post_tag,442,feed RSS,feed-rss,1,0,MISC,feed RSS,Q842397,web feed,data format used for providing users with frequently updated content
post_tag,2562,feedback,feedback,1,0,,feedback,Q183635,feedback,process in which information about the past or the present influences the same phenomenon in the present or future; it occurs when outputs of a system are routed back as inputs as part of a chain of cause-and-effect that forms a circuit or loop
post_tag,1706,Félix Guimard,felix-guimard,1,0,PERSON,Félix Guimard,,,
post_tag,1344,fémis,femis,1,0,,fémis,Q1138556,La Fémis,film school in Paris
post_tag,1345,femke wolting,femke-wolting,1,0,PERSON,femke wolting,Q5442907,Femke Wolting,Dutch film producer (born 1970)
post_tag,1772,Femmes,femmes,1,0,LOC,Femmes,Q467,woman,female adult human
post_tag,451,fermeture,fermeture,1,0,,fermeture,Q5135520,closure,actions taken when it is no longer necessary or possible for a business or other organization to continue to operate
post_tag,1842,festival,festival,1,0,MISC,festival,Q132241,festival,"organized set of events or activities focused on a theme (cultural, religious or other) that recurs regularly (e.g. once a year) and lasts anywhere from several hours to weeks"
post_tag,83,ffmpeg,ffmpeg,5,0,MISC,ffmpeg,Q847465,FFmpeg,multimedia framework
post_tag,293,fichiers,fichiers,1,0,,fichiers,Q82753,computer file,contained block of information on a computer
post_tag,705,fiction,fiction,1,0,,fiction,Q8253,fiction,"genre and narrative form, in any medium, consisting of people, events, or places that are imaginary—in other words, not based strictly on history or fact"
post_tag,1753,Fidel Castro,fidel-castro,1,0,PERSON,Fidel Castro,Q11256,Fidel Castro,"Cuban politician, author and revolutionary (1926–2016)"
post_tag,962,film,film,3,0,,film,Q11424,film,"sequence of images that give the impression of movement, stored on film stock"
post_tag,1101,film interactif,film-interactif,3,0,,film interactif,Q1635956,interactive film,video game genre
post_tag,113,filtre,filtre,3,0,,filtre,Q846780,Kalman filter,algorithm that estimates unknowns from a series of measurements over time
post_tag,196,filtres,filtres,1,0,,filtres,Q876650,photographic filter,camera accessory consisting of an optical filter
post_tag,434,Final Cut,final-cut,1,0,MISC,Final Cut,Q705343,The Final Cut,2004 film by Omar Naim
post_tag,3283,fine-tuning,fine-tuning,1,0,,fine tuning,Q2828883,fine-tuning,adjustment of parameters to fit data in theoretical physics
post_tag,1568,firefox,firefox,4,0,MISC,firefox,Q381753,Firefox,novel written by Craig Thomas
post_tag,1044,Firefox 4,firefox-4,1,0,MISC,Firefox 4,Q1950119,Firefox 4,version 4 of web browser Mozilla Firefox
post_tag,1045,Firefox Web Store,firefox-web-store,1,0,MISC,Firefox Web Store,,,
post_tag,3166,first app,first-app,1,0,MISC,first app,Q8563381,first appearance,first work featuring a fictional character or item
post_tag,925,Fishwick,fishwick,1,0,PERSON,Fishwick,Q25114401,Fishwick,family name
